City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,Jhūsi,25.4333,81.9333,29.23,31,0,1.96,IN,1683414233
349,Ankazoabo,-22.2833,44.5167,18.64,83,9,2.75,MG,1683414233
350,Bhamo,24.2667,97.2333,23.65,61,18,0.19,MM,1683414175
351,Pandan,14.0453,124.1694,27.14,85,8,2.95,PH,1683414233
352,Kodinsk,58.6881,99.1844,1.5,91,65,1.54,RU,1683414233
353,Nicoya,10.1483,-85.452,31.42,48,96,4.95,CR,1683414233
354,Walvis Bay,-22.9575,14.5053,13.94,94,0,2.06,NA,1683414233
355,Takoradze,4.8845,-1.7554,27.06,83,100,2.24,GH,1683414233
356,Kourou,5.1552,-52.6478,27.03,88,100,3.51,GF,1683413992
357,Elliot,-31.3333,27.85,11.41,89,88,2.42,ZA,1683414234
358,Elko,41.0002,-115.5012,6.52,75,100,7.15,US,1683414021
359,Dakhla,23.6848,-15.958,19.07,82,0,11.94,EH,1683414234
360,Katsuren-haebaru,26.3369,127.8719,26.01,88,100,7.16,JP,1683414234
361,Qui Nhon,13.7667,109.2333,27.17,80,99,1.55,VN,1683414234
362,Omdurman,15.6445,32.4777,33.32,7,11,4.95,SD,1683414234
363,Kapaa,22.0752,-159.319,26.99,68,97,3.58,US,1683414220
364,Nova Viçosa,-17.8919,-39.3719,24.64,75,0,5.04,BR,1683414234
365,Al Abyār,32.19,20.5965,14.25,91,0,3.56,LY,1683414234
366,Serowe,-22.3833,26.7167,17.24,52,0,3.06,BW,1683414234
367,Tobelo,1.7284,128.0095,27.96,79,90,0.32,ID,1683414234
368,Polevskoy,56.4422,60.1878,9.91,55,15,2.34,RU,1683414234
369,Glace Bay,46.1969,-59.957,3.94,83,75,9.26,CA,1683414235
370,Luwuk,-0.9516,122.7875,26.64,82,80,1.67,ID,1683414235
371,Devils Lake,48.1128,-98.8651,13.3,68,20,8.75,US,1683414235
372,Allanridge,-27.7543,26.6438,12.56,90,58,3.38,ZA,1683414235
373,Ghadames,30.1337,9.5007,27.81,18,95,4.45,LY,1683414235
374,Los Llanos de Aridane,28.6585,-17.9182,18.96,70,20,6.69,ES,1683414235
375,Isla Mujeres,21.2311,-86.731,29.03,74,57,4.65,MX,1683414235
376,Los Frentones,-26.4077,-61.4137,16.59,81,74,0.98,AR,1683414235
377,Kailua-Kona,19.6406,-155.9956,27.98,75,0,5.66,US,1683413954
378,Sinop Province,41.7711,34.8709,9.59,86,100,1.41,TR,1683414235
379,Gisborne,-38.6533,178.0042,18.25,79,100,2.69,NZ,1683414218
380,Florø,61.5996,5.0328,8.98,57,100,4.63,NO,1683414236
381,Trinity Beach,-16.7888,145.6968,27.78,78,40,4.63,AU,1683414236
382,Nobres,-14.7203,-56.3275,25.64,72,100,0.66,BR,1683414236
383,Banda Aceh,5.5577,95.3222,25.89,86,100,3.95,ID,1683414236
384,Hervey Bay,-25.2986,152.8535,20.34,65,96,3.28,AU,1683414236
385,Puerto Baquerizo Moreno,-0.9,-89.6,27.55,83,40,5.66,EC,1683414236
386,Neietsu,37.1845,128.4682,6.06,79,100,2.7,KR,1683414236
387,Bo`ka,40.8108,69.1986,11.99,69,71,1.79,UZ,1683414235
388,Port Blair,11.6667,92.75,28.4,78,80,3.01,IN,1683414235
389,San Felipe,10.3399,-68.7425,23.36,89,97,2.35,VE,1683414236
390,Birao,10.2849,22.7882,30.72,18,14,1.93,CF,1683414136
391,Hotan,37.0997,79.9269,9.83,23,100,5.15,CN,1683414132
392,Divnogorsk,55.9594,92.3619,0.27,97,58,1.07,RU,1683414237
393,Yichang,30.7144,111.2847,15.32,85,100,0.85,CN,1683414237
394,Kamina,-8.7386,24.9906,18.27,84,0,1.52,CD,1683414237
395,Santol,15.1622,120.5675,27.08,83,75,2.06,PH,1683414237
396,Nago,26.5881,127.9761,25.25,89,100,6.64,JP,1683414237
397,Cidade Velha,14.9167,-23.6167,22.26,73,20,8.23,CV,1683414232
398,Margate,51.3813,1.3862,14.27,86,100,1.34,GB,1683414112
399,Hersbruck,49.5125,11.4339,12.81,81,99,2.05,DE,1683414237
400,Jiazi,22.8779,116.067,26.01,91,100,4.16,CN,1683414237
401,Miahuatlán de Porfirio Díaz,16.3333,-96.6,27.42,42,78,3.3,MX,1683414237
402,Itanhém,-17.1664,-40.33,21.66,85,67,3.13,BR,1683414237
403,Grants,35.1473,-107.8514,22.13,8,0,6.17,US,1683414238
404,Zhumysker,49.3333,49.4,13.34,80,62,4.17,KZ,1683414238
405,De Aar,-30.6497,24.0123,15.79,57,100,2.33,ZA,1683414238
406,Kalmunai,7.4167,81.8167,25.77,83,100,1.39,LK,1683414238
407,Mymensingh,24.75,90.4,25.66,72,0,2.36,BD,1683414238
408,Bolu Province,40.6667,31.5833,8.5,97,97,1.75,TR,1683414238
409,Whitecourt,54.1502,-115.6855,17.58,29,75,10.8,CA,1683414033
410,Swan Hill,-35.3378,143.5544,8.51,63,0,6.46,AU,1683414238
411,Prince Rupert,54.3161,-130.3201,10.05,77,100,4.63,CA,1683414238
412,Ulanhot,46.0833,122.0833,11.97,48,67,3.1,CN,1683414238
413,Gwadar,25.1216,62.3254,27.02,70,0,4.11,PK,1683414239
414,Conde,-7.2597,-34.9075,25.7,83,20,2.06,BR,1683414239
415,Sinan,34.8262,126.1086,14.06,93,100,2.24,KR,1683414239
416,Cole Harbour,44.6724,-63.4751,10.71,41,28,7.2,CA,1683414216
417,Albardón,-31.4372,-68.5256,19.91,30,96,1.32,AR,1683414239
418,Isabela,6.7085,121.9711,26.03,76,100,2.53,PH,1683414057
419,Manavālakurichi,8.1333,77.3,27.18,79,100,6.64,IN,1683414239
420,Sonoita,31.85,-112.8333,26.36,18,1,6.37,MX,1683414239
421,Port Saint John's,-31.6229,29.5448,19.75,87,100,4.27,ZA,1683414239
422,Revda,56.801,59.9303,9.87,58,21,2.02,RU,1683414239
423,Galliano,29.4422,-90.2992,23.0,83,100,2.06,US,1683414240
424,Dublin,37.7021,-121.9358,18.22,67,75,7.2,US,1683414189
425,Tidjikja,18.5564,-11.4271,30.58,17,94,4.66,MR,1683414160
426,Saint-Philippe,-21.3585,55.7679,23.77,77,48,4.95,RE,1683414240
427,Kingston,17.997,-76.7936,29.53,78,40,11.32,JM,1683414137
428,Rockport,28.0206,-97.0544,30.01,89,0,4.63,US,1683414240
429,Vuktyl,63.8567,57.3094,1.01,98,100,3.9,RU,1683414240
430,Chu,43.5983,73.7614,6.5,42,0,2.63,KZ,1683414240
431,Usinsk,65.9939,57.5281,-4.5,82,100,11.38,RU,1683414240
432,Bondo,3.8146,23.6866,20.56,99,59,0.74,CD,1683414240
433,Stary Sącz,49.5636,20.635,12.55,97,90,1.41,PL,1683414241
434,Mount Pearl,47.5166,-52.7813,2.75,93,100,5.14,CA,1683414222
435,Port Augusta,-32.5,137.7667,11.59,60,5,2.6,AU,1683414235
436,Basco,20.4487,121.9702,27.9,84,50,6.31,PH,1683414241
437,Pasni,25.2631,63.471,27.69,62,0,4.2,PK,1683414133
438,Aransas Pass,27.9095,-97.15,30.0,88,0,5.14,US,1683414241
439,Oranjemund,-28.55,16.4333,12.46,89,0,2.64,NA,1683414215
440,Tyuratam,45.6507,63.3156,15.85,34,42,3.26,KZ,1683414241
441,Kriva Palanka,42.2019,22.3319,9.35,87,75,2.11,MK,1683413977
442,Obo,5.3998,26.4869,20.24,93,100,2.57,CF,1683414241
443,Quiberon,47.4841,-3.1196,15.04,95,66,3.13,FR,1683414241
444,Harstad,68.799,16.5293,2.86,77,100,4.92,NO,1683414242
445,Mulanje,-16.0316,35.5,15.9,81,0,1.55,MW,1683414242
446,Olyokminsk,60.3736,120.4264,2.46,85,99,4.86,RU,1683414242
447,Amga,60.8953,131.9608,3.47,95,97,3.08,RU,1683414240
448,Al Bawīţī,28.3492,28.8659,18.73,56,1,4.07,EG,1683414240
449,Bodø,67.28,14.405,5.02,60,0,4.63,NO,1683414242
450,Tofol,5.3248,163.0078,28.75,78,64,5.87,FM,1683414226
451,Mae Chai,19.346,99.814,26.69,57,4,1.33,TH,1683414242
452,Taulaga,-11.0553,-171.0883,28.58,77,9,6.19,AS,1683414242
453,Rumbek,6.802,29.6912,27.31,62,72,2.33,SS,1683414237
454,Lashio,22.9333,97.75,19.99,66,6,0.62,MM,1683414243
455,Ağrı Province,39.6667,43.1667,9.46,70,85,2.21,TR,1683414243
456,Necochea,-38.5473,-58.7368,15.13,96,100,5.15,AR,1683414243
457,Nipomo,35.0428,-120.476,18.23,64,20,7.2,US,1683414243
458,Sayaxché,16.5167,-90.1667,36.83,22,75,4.08,GT,1683414243
459,Verkhniy Rohachyk,47.2505,34.338,8.4,75,5,7.16,UA,1683414243
460,Thinadhoo,0.5333,72.9333,28.49,75,100,8.38,MV,1683414244
461,Mutoko,-17.397,32.2268,11.89,68,6,1.17,ZW,1683414218
462,Toliara,-23.35,43.6667,21.0,80,0,2.21,MG,1683414217
463,Penzance,50.1186,-5.5371,11.38,90,54,3.25,GB,1683414244
464,Las Khorey,11.1595,48.1967,30.65,68,100,0.78,SO,1683414244
465,Khovd,48.0056,91.6419,0.5,95,100,2.36,MN,1683414240
466,Gustavia,17.8962,-62.8498,28.53,73,0,2.68,BL,1683413754
467,Forster,-32.1667,152.5167,18.54,77,1,1.8,AU,1683414244
468,Manicoré,-5.8092,-61.3003,26.97,89,0,1.03,BR,1683414244
469,Borovskoy,53.8,64.15,14.48,36,73,4.0,KZ,1683414245
470,Hashtrūd,37.4779,47.0508,13.73,41,6,1.79,IR,1683414245
471,Luena,-11.7833,19.9167,15.95,56,8,1.47,AO,1683414245
472,Kolyvan',55.3053,82.7391,5.79,53,13,0.86,RU,1683414245
473,Lethem,3.3803,-59.7968,27.12,74,99,3.13,GY,1683414245
474,Imbituba,-28.24,-48.6703,22.11,93,99,4.87,BR,1683414129
475,Camaná,-16.6228,-72.7111,20.07,85,78,3.79,PE,1683414246
476,Tucumcari,35.1717,-103.725,29.97,9,0,6.69,US,1683414246
477,Yemva,62.59,50.8594,-1.31,96,100,3.91,RU,1683414246
478,Parauapebas,-6.0675,-49.9022,25.99,88,0,2.06,BR,1683414239
479,Alto Paraná,-23.1289,-52.3189,21.36,83,59,2.23,BR,1683414246
480,Las Tablas,7.7667,-80.2833,28.43,99,97,9.06,PA,1683414246
481,Kapuskasing,49.4169,-82.4331,17.05,45,100,4.63,CA,1683414246
482,Santa Maria,-29.6842,-53.8069,21.61,100,100,1.54,BR,1683414247
483,Ulladulla,-35.35,150.4667,10.43,92,98,2.76,AU,1683414231
484,Weno,7.4515,151.8468,30.97,79,40,2.57,FM,1683414247
485,Gao,16.6362,1.637,32.84,22,50,2.67,ML,1683414113
486,Arrondissement de Saint-Flour,45.0833,3.0,10.22,98,100,1.08,FR,1683414247
487,Xinzhou,38.4092,112.7333,8.8,84,2,0.6,CN,1683414247
488,Darnah,32.767,22.6367,16.63,84,0,7.09,LY,1683414247
489,Westport,41.1415,-73.3579,22.7,39,40,2.11,US,1683414038
490,Homer,59.6425,-151.5483,7.93,77,100,5.14,US,1683414247
491,Howard Springs,-12.497,131.047,27.15,86,20,4.94,AU,1683414248
492,Tchin Tabaradèn,15.8969,5.7985,30.66,12,17,2.78,NE,1683414248
493,Ursulo Galván,22.7333,-98.3,35.11,55,20,7.13,MX,1683414248
494,South Hedland,-20.4089,118.5983,24.96,29,94,7.2,AU,1683414248
495,Slavsk,55.0425,21.677,1.95,63,41,3.96,RU,1683414248
496,Vryburg,-26.9566,24.7284,15.88,63,64,3.35,ZA,1683414248
497,Argos,37.6333,22.7333,15.44,60,35,2.16,GR,1683414249
498,La Sarre,48.8002,-79.1996,15.14,51,50,2.0,CA,1683413995
499,Unaí,-16.3575,-46.9061,22.6,53,1,1.25,BR,1683414237
500,Rundu,-17.9333,19.7667,17.14,41,3,1.57,NA,1683414249
501,Tosontsengel,48.7567,98.2839,4.64,46,100,2.16,MN,1683414249
502,Selkirk,50.1436,-96.8845,17.87,55,100,2.24,CA,1683413995
503,Faya-Largeau,17.9257,19.1043,28.6,18,0,6.99,TD,1683414249
504,Tindouf,27.6711,-8.1474,23.25,40,0,9.26,DZ,1683414249
505,Mahibadhoo,3.7833,72.9667,28.86,73,100,7.54,MV,1683414249
506,Warrnambool,-38.3833,142.4833,7.41,61,46,6.9,AU,1683414249
507,Diu,20.7141,70.9822,26.64,78,69,4.87,IN,1683414250
508,Montería,8.748,-75.8814,27.61,83,96,5.9,CO,1683414031
509,Geraldton,-28.7667,114.6,17.23,72,100,6.69,AU,1683414250
510,Brisas de Zicatela,15.8369,-97.0419,31.29,62,100,3.6,MX,1683414216
511,Huilong,31.8111,121.655,14.49,89,100,6.85,CN,1683414235
512,Vyaz'ma,55.2104,34.2951,-1.96,62,7,2.52,RU,1683414250
513,Thunder Bay,48.4001,-89.3168,5.99,100,100,8.75,CA,1683414250
514,Leshan,29.5623,103.7639,18.66,88,100,0.56,CN,1683414250
515,São Gabriel da Cachoeira,-0.1303,-67.0892,27.56,71,91,0.23,BR,1683414218
516,Maun,-19.9833,23.4167,17.86,36,6,2.43,BW,1683414251
517,Bayganin,48.6947,55.8742,13.7,29,100,2.01,KZ,1683414251
518,Asbury Park,40.2204,-74.0121,22.28,65,0,3.6,US,1683414251
519,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,4.99,54,100,3.96,RU,1683414251
520,Aykhal,66.0,111.5,-12.09,96,99,8.04,RU,1683414219
521,As Suwayq,23.8494,57.4386,28.49,58,0,3.12,OM,1683414251
522,Arraial do Cabo,-22.9661,-42.0278,23.69,81,49,3.91,BR,1683414108
523,New Norfolk,-42.7826,147.0587,6.07,68,11,1.12,AU,1683414251
524,Okha,53.5739,142.9478,3.63,71,62,4.69,RU,1683414252
525,Lloydminster,53.2835,-110.0016,15.12,33,100,7.2,CA,1683414252
526,Cologne,50.9333,6.95,15.48,89,0,1.54,DE,1683414046
527,Koné,-21.0595,164.8658,26.17,65,0,1.66,NC,1683414224
528,Linares,-35.85,-71.6,14.69,53,0,1.44,CL,1683414207
529,Lodja,-3.4833,23.4333,21.28,98,56,0.18,CD,1683414252
530,Hampton Bays,40.869,-72.5176,21.02,58,0,4.63,US,1683414252
531,Myrina,39.8797,25.0742,15.58,67,0,4.63,GR,1683414252
532,Juneau,58.3019,-134.4197,13.0,100,40,4.63,US,1683414252
533,Irecê,-11.3042,-41.8558,24.0,57,36,6.36,BR,1683414098
534,Joshīmath,30.5667,79.5667,9.28,68,26,3.19,IN,1683414252
535,Amahai,-3.3333,128.9167,26.11,83,87,1.38,ID,1683414253
536,Bela,25.9333,81.9833,28.76,33,1,2.54,IN,1683414253
537,Mürzzuschlag,47.6,15.6833,12.16,97,98,0.87,AT,1683414253
538,Taksimo,56.3444,114.8794,5.27,73,90,3.17,RU,1683414253
539,Nirmāli,26.3167,86.5833,26.63,33,0,1.42,IN,1683414253
540,Kushnarenkovo,55.105,55.3508,7.19,86,97,4.04,RU,1683414253
541,Letlhakane,-21.4167,25.5833,18.32,39,0,3.55,BW,1683414236
542,Zhuanghe,39.7008,122.9911,14.3,52,100,1.56,CN,1683414254
543,Kaiapoi,-43.3783,172.6401,14.7,89,100,3.09,NZ,1683414254
544,Lospalos,-8.5186,127.0025,24.03,87,97,3.24,TL,1683414254
545,Salalah,17.0151,54.0924,25.84,71,82,0.56,OM,1683414180
546,Lajere,11.9797,11.4443,30.22,10,100,2.48,NG,1683414254
547,San Patricio,28.017,-97.5169,30.1,66,99,7.76,US,1683414227
548,Suva,-18.1416,178.4415,29.71,74,75,2.06,FJ,1683414254
549,Bulungu,-4.55,18.6,21.97,94,65,0.76,CD,1683414254
550,Lorengau,-2.0226,147.2712,29.54,71,18,2.58,PG,1683414255
551,Pangai,-19.8,-174.35,25.94,78,19,3.38,TO,1683414255
552,Souillac,-20.5167,57.5167,25.21,83,75,3.09,MU,1683414069
553,Colby,39.3958,-101.0524,29.44,21,40,5.81,US,1683414118
554,Charlottetown,46.2352,-63.1267,4.87,66,40,5.66,CA,1683414095
555,Novy Urengoy,66.0833,76.6333,-5.26,94,100,2.92,RU,1683414255
556,Concordia,-31.393,-58.0209,17.66,93,91,2.03,AR,1683414004
557,Patong,7.8961,98.2966,31.12,99,100,4.36,TH,1683414085
558,Flin Flon,54.7682,-101.865,14.91,38,75,3.6,CA,1683414217
559,Villiers,-27.0303,28.6006,13.79,75,35,2.22,ZA,1683414256
560,Guiuan,11.0333,125.7247,28.31,74,38,2.32,PH,1683414256
561,Vila Velha,-20.3297,-40.2925,24.41,88,40,1.54,BR,1683414144
